frame,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma
322,1,1.955,0.895,25.582,72.015,72.015,2.671,28.253
323,1,1.509,0.854,21.248,72.732,72.732,-1.554,19.694000000000003
324,1,1.534,0.898,7.557,42.527,42.527,-6.692,0.8650000000000002
325,1,1.179,1.04,11.342,39.849,39.849,-10.774,0.5680000000000014
326,1,2.192,0.916,35.236,63.846,63.846,29.527,64.763
327,1,2.113,0.854,35.028,63.385,63.385,31.114,66.142
328,1,2.208,0.779,37.937,65.666,65.666,36.79,74.727
329,1,0.937,1.088,19.081,43.497,43.497,-20.211,-1.129999999999999
330,1,0.993,0.94,24.162,45.755,45.755,-24.572,-0.41000000000000014
331,1,1.083,0.749,28.973,45.656,45.656,-23.552,5.420999999999999
332,1,1.085,1.087,22.731,50.878,50.878,-21.267,1.4640000000000022
333,1,1.046,0.954,28.17,52.315,52.315,-23.662,4.508000000000003
334,1,1.292,0.571,8.194,65.399,65.399,-37.81,-29.616
335,1,1.093,0.614,9.853,67.034,67.034,-31.781,-21.927999999999997
336,1,1.531,1.228,32.238,79.284,79.284,4.307,36.545
337,1,1.377,0.639,40.685,43.192,43.192,-38.982,1.703000000000003
338,1,1.626,1.15,32.512,88.273,88.273,12.374,44.886
339,1,1.734,1.37,32.331,77.839,77.839,9.342,41.673
340,1,1.762,1.391,33.841,84.035,84.035,4.029,37.870000000000005
341,1,1.469,0.726,10.061,48.066,48.066,-41.309,-31.247999999999998
342,1,1.599,0.943,26.654,73.241,73.241,-26.562,0.09199999999999875
343,1,1.42,1.187,18.851,43.052,43.052,-23.942,-5.091000000000001
344,1,1.089,0.984,1.601,48.59,48.59,-31.414,-29.813000000000002
345,1,2.174,0.937,37.258,57.941,57.941,51.754,89.012
346,1,1.293,0.88,15.157,47.093,47.093,-23.875,-8.718
347,1,1.134,0.742,-3.028,50.233,50.233,-30.337,-33.365
348,1,1.216,0.782,3.479,54.591,54.591,-37.463,-33.984
349,1,1.089,0.937,9.938,50.931,50.931,-45.857,-35.919
350,1,1.248,0.963,11.944,50.288,50.288,-38.791,-26.846999999999994
351,1,1.26,0.539,9.228,62.663,62.663,-17.377,-8.149
352,1,1.126,0.46,7.326,65.816,65.816,-20.677,-13.350999999999999
353,1,1.091,0.869,4.179,55.527,55.527,-43.302,-39.123
354,1,1.137,0.774,1.488,48.188,48.188,-36.511,-35.023
355,1,0.95,0.744,6.243,67.509,67.509,-17.051,-10.807999999999998
356,1,1.626,1.118,38.174,72.465,72.465,-11.227,26.947
357,1,1.681,1.055,44.722,69.982,69.982,-3.948,40.774
358,1,1.917,0.99,45.839,70.909,70.909,-11.231,34.608
359,1,1.69,1.099,53.479,74.685,74.685,-10.712,42.766999999999996
360,1,1.063,0.903,-2.837,67.078,67.078,-19.46,-22.297
361,1,1.711,0.714,49.695,66.483,66.483,-11.635,38.06
362,1,1.266,1.191,28.269,54.049,54.049,-22.782,5.486999999999998
363,1,1.196,0.938,25.924,58.318,58.318,-18.288,7.635999999999999
364,1,0.98,0.703,25.296,47.626,47.626,-52.89,-27.594
365,1,1.439,0.64,35.756,51.762,51.762,-57.866,-22.11
366,1,1.223,0.899,20.438,67.506,67.506,-18.047,2.3909999999999982
367,1,1.157,0.87,21.967,61.705,61.705,-16.62,5.346999999999998
368,1,1.389,0.994,41.453,50.6,50.6,-57.889,-16.436
369,1,1.734,0.675,42.798,64.86,64.86,-24.68,18.118000000000002
370,1,1.359,0.938,46.588,54.846,54.846,-60.572,-13.984000000000002
371,1,2.077,0.616,40.388,55.985,55.985,68.591,108.97899999999998
372,1,1.236,0.843,38.833,49.7,49.7,-56.931,-18.098
373,1,1.819,0.655,42.628,63.757,63.757,60.443,103.071
374,1,2.175,0.906,38.999,50.908,50.908,-3.824,35.175000000000004
375,1,1.692,0.874,37.248,59.23,59.23,-1.614,35.634
376,1,1.862,0.985,40.269,51.125,51.125,48.896,89.16499999999999
377,1,1.786,1.302,42.766,57.394,57.394,39.416,82.18199999999999
378,1,1.917,0.798,40.729,61.516,61.516,46.655,87.384
379,1,1.223,0.802,12.736,71.492,71.492,-16.782,-4.045999999999999
380,1,1.623,1.117,39.824,60.441,60.441,42.257,82.08099999999999
381,1,1.689,1.073,43.236,63.02,63.02,48.093,91.32900000000001
382,1,1.172,0.569,7.063,65.853,65.853,-15.787,-8.724
383,1,1.25,0.635,1.008,70.3,70.3,-11.919,-10.911000000000001
384,1,1.716,0.596,40.508,69.987,69.987,58.346,98.854
385,1,1.178,0.802,8.42,72.138,72.138,-19.17,-10.750000000000002
